user_id,age,age_group_id,gender_id,job_type_id,daily_social_media_time,social_platform_id,number_of_notifications,notifications_category_id,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,stress_category_id,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
26,29,4,1,6,1.5515560832371853,3,52,1,7.96537369608841,8.564363324635403,7.209460411624187,3.0,2,6.71104690988033,0.7722656611569734,8,False,False,0,22,6.724089810475565,7.587603667975378
27,39,3,2,5,4.593418669573279,1,73,3,10.619574601181515,3.230612085152174,3.6600094885701457,2.0,2,6.773534022322253,1.9613181936251356,5,True,False,0,15,16.921902058764786,4.416550049921425
28,61,1,2,3,1.9845964147418524,3,56,1,5.983900411552443,5.981160383347692,5.672382929888017,3.0,2,6.500247461760461,0.6879902912755647,10,True,False,0,9,0.6902942512724941,5.181729535882295
29,42,2,1,2,2.0766932054808267,3,57,1,8.254002161129605,5.140097801076967,4.767331765932079,3.0,2,3.0,1.5605763793713208,0,True,True,2,0,16.438963672765478,6.1764998244603415
30,44,2,1,3,5.144763132827894,1,55,1,8.096871863884838,2.218581344303753,2.4169086798591684,6.0,1,5.009060289236839,1.7489731958619692,0,False,False,0,24,5.104789444342766,0.5183717032366808
31,59,1,1,1,3.025912770735911,2,74,3,7.90339858771938,2.10592819381172,2.1234512855387324,8.0,3,7.432226649283075,1.3997726730344364,8,False,False,0,23,1.934814370241705,1.3438645440760617
32,45,2,1,6,1.0034541198062863,3,56,1,7.503856646145865,4.350017990262584,3.618640575481865,8.0,3,5.513561040741418,0.8499443229119544,5,True,False,2,16,1.8598385334812324,5.572064561565512
33,33,3,1,1,0.7656521995984868,2,62,1,2.2021047716709257,2.9833576450909813,2.403117020263418,7.0,1,4.956083978457306,1.173385971859546,6,True,False,3,1,16.982557923028843,3.780552020537351
34,32,3,2,3,2.7074438852856457,2,59,1,5.399454954894098,8.31399347133363,7.986016314057592,7.0,1,7.178262022908912,0.2388063182052465,0,False,False,2,21,23.091730529722195,8.510192630239214
35,64,1,1,6,7.124254014015077,5,59,1,6.7375730297604655,8.544160503095993,6.964985503391575,6.0,1,6.500247461760461,1.0255681548961753,4,True,False,3,8,31.21677865227743,8.689123963695192
36,61,1,2,6,2.480195084119649,4,61,1,7.669313202826174,5.289302949233505,4.515495403857237,10.0,3,7.379771913696311,1.0243571257175927,0,False,False,2,10,13.48241714507274,5.589337823488065
37,20,4,1,3,0.3991835125885883,1,55,1,6.433980729191387,6.789495043945466,4.951804879665391,9.0,3,4.734784813837022,1.337377970173824,5,False,False,2,23,1.0806283595103512,5.8892317069508255
38,54,1,1,5,1.749943183722754,1,57,1,6.303235157019867,3.9382435746017466,3.876732391030856,4.0,1,8.038740530328006,0.9128377983005512,4,False,False,3,13,13.08443572683785,5.512511516311731
39,24,4,2,5,2.0696462602663237,1,52,1,7.208452862199355,8.027077221246362,4.951804879665391,6.0,1,8.757313556122348,1.0313971344580155,8,True,False,2,9,0.0,5.97114046598909
40,38,3,2,2,3.0942538852519728,4,67,1,7.08645855199627,5.560696543715612,4.662193807152799,8.0,3,7.996752238585673,1.688305039922776,8,False,False,2,25,3.351965037610144,4.870622594022838
41,26,4,1,1,3.726209044280029,1,60,1,6.87105824139164,5.940536693573037,4.951804879665391,1.0,2,6.017000351465942,2.2032768505246665,9,False,False,3,16,17.37128446898401,6.080559947190402
42,56,1,2,3,3.025912770735911,3,60,1,8.002335463858577,4.109737260383254,3.2399024844784083,6.0,1,5.757353461692434,0.9817071869743984,0,True,False,3,17,15.050121514785122,2.1072355105214875
43,35,3,1,1,0.5529223328392248,1,46,2,4.8688095738722925,3.0797644348332,2.973938095503063,5.0,1,5.432912863620792,0.8593124918568685,6,True,False,2,4,11.543032992268566,2.3419143997967864
44,21,4,1,1,0.4011186864021567,5,60,1,9.643722291251386,8.869538888938884,7.934279341892775,4.0,1,5.796652950377268,1.3129382769207243,7,False,True,1,5,19.533507233686198,8.959259063781898
45,42,2,2,3,5.039176278466011,2,58,1,6.291765531436794,7.546805467839596,6.834059711891591,3.0,2,7.405845811806444,2.966576899985745,3,False,False,1,2,21.69603488271964,6.133766687240218
46,31,3,2,4,3.025912770735911,2,59,1,5.538296145853846,2.9966257975802217,2.71189759793165,5.0,1,4.250314069574182,0.1570146204187358,9,False,True,2,4,8.983661147074923,3.70117864403941
47,26,4,1,5,3.5591772986372034,5,51,1,9.284383376821632,8.480476499127825,7.054453195563564,6.0,1,5.232029660558982,1.0255681548961753,5,False,False,2,30,0.0,6.832963285171698
48,43,2,1,6,3.025912770735911,4,67,1,9.931233633986894,2.0592449507533384,1.6426768813837649,7.0,1,6.500247461760461,2.094190742888648,1,False,True,1,27,30.74638058821888,0.0
49,19,5,2,4,1.9904620993461355,4,60,1,8.317581438539188,8.537355805267719,7.597030634880036,8.0,3,6.102316704076012,1.2803398179019645,0,True,False,1,29,14.392439413545851,6.532444804285157
50,37,3,1,3,0.0,1,62,1,10.675150657587375,7.774363582904603,7.586339465237845,6.0,1,6.500247461760461,1.2926128714389145,3,False,False,0,19,14.298410760700325,7.220725067219375
51,45,2,1,4,3.025912770735911,1,66,1,4.811772467602268,5.510488184340142,4.4190912819170896,6.0,1,6.678753055720051,2.029745239239692,0,False,False,0,31,4.903220221036546,3.711497849174352
52,64,1,2,5,5.620133439104666,3,63,1,8.803146978995777,2.5808800879275875,2.742944820142082,5.0,1,6.858637880592437,1.3441014634959907,10,True,False,5,19,0.0,3.205556307144075
53,24,4,2,3,2.9586154159044,2,59,1,11.018555618001391,7.73431475751068,6.893086987930092,3.0,2,6.9479550115930016,0.7121476395458355,0,True,False,0,2,11.020764020117657,7.540387811915198
54,61,1,1,1,1.6329208515087443,1,51,1,7.969799586017083,8.90094844417116,7.361611655183045,1.0,2,4.789860413706537,0.6933069800946909,9,False,False,4,11,21.94840463627612,8.878769766792416
55,25,4,2,1,6.590503268918364,5,48,2,2.254103282384904,6.692181573695605,5.420393108308598,1.0,2,3.926680903242668,0.8127989858649791,3,True,False,3,12,3.9881655960913625,5.123468907628342
56,64,1,2,5,1.5698120616035278,4,66,1,9.957394423650204,3.324562415086406,3.406939530294707,1.0,2,6.349141883939098,1.0255681548961753,2,True,False,2,25,9.190318792472697,4.540201597601328
57,52,1,1,4,4.589997969573998,1,61,1,7.411127023202047,4.173630616116702,3.24404848837352,1.0,2,6.639677236752334,0.8514142011844235,2,True,True,3,26,5.216176793157294,2.0446908714228105
58,31,3,2,2,0.0098588016095639,4,55,1,8.793411270697742,4.942293492725969,4.276708433373928,7.0,1,9.832130947654106,0.6065444655412029,1,True,False,0,2,10.882241330786304,4.96490086213521
59,34,3,3,6,3.9174712851663367,2,45,2,5.682420632439501,4.06635207528905,4.951804879665391,2.0,2,8.422770991647555,1.0255681548961753,10,False,False,4,26,11.930084440420432,2.5673832941805825
60,53,1,1,6,0.4021387378742891,3,72,3,5.173965277035414,6.033503351131975,5.325118472728764,4.0,1,8.248283195955121,0.2729181532645971,1,False,False,1,22,11.132098612546136,4.06128390784453
61,57,1,1,2,3.757331202550075,4,62,1,6.681095323923789,7.827750822379186,6.972137571347723,3.0,2,5.378036150248327,0.9881247741058112,5,True,False,4,1,17.27280953380276,6.310735074444037
62,21,4,2,2,3.025912770735911,4,57,1,7.527907654686073,6.944950809459469,6.9195628101804205,6.0,1,5.298373754042569,0.9206923706816886,8,False,False,2,2,14.111141358060054,6.143465449959848
63,19,5,2,2,2.267765112158636,1,61,1,2.752014973684348,5.482103616256513,5.394193720837338,4.0,1,6.500247461760461,0.2513155025067106,10,True,False,2,9,6.292686882153475,7.734261535898735
64,23,4,1,5,3.025912770735911,1,49,2,3.879482555667335,7.937436985239362,6.812805739051938,10.0,3,5.939011260795588,1.0255681548961753,5,False,False,2,7,3.792237988175948,5.802003767362106
65,59,1,2,3,5.167122019412776,2,69,1,7.068988940311604,8.561590224384076,7.782286965893771,6.0,1,9.669677480575151,0.5612345773565316,6,False,False,1,13,30.658387637347754,7.378026394825915
66,21,4,2,2,2.8295694913053144,3,51,1,6.001544284486164,2.4954921247161037,2.103487892293927,2.0,2,8.87062170783777,0.0231452931394642,2,False,False,2,13,12.542040590202692,0.0
67,46,2,2,5,3.790185230822821,1,50,2,7.1447701364488,3.103956906659862,2.1834922893696644,4.0,1,6.690619890939986,0.2787121009139295,2,False,False,2,26,7.000101380606305,1.9296418405776603
68,35,3,2,1,8.694539037329239,3,67,1,9.50956918619718,6.639874472184763,5.537632261717748,3.0,2,6.238619328017618,0.5001262785052294,8,False,False,1,13,0.0,5.742395546497269
69,43,2,1,4,0.498335829608556,3,58,1,8.668567292486038,7.817793613254247,6.775056842279851,6.0,1,6.939733815712428,0.1960810237510696,8,False,True,3,22,14.368152712204653,8.104706830007714
70,61,1,1,4,1.4590023453524306,1,56,1,9.146950510627311,6.368552307485003,5.894081942530983,9.0,3,5.097309469959344,3.0,6,True,False,1,14,12.6942253947677,6.198401270641121
71,51,1,2,2,0.0,4,53,1,5.818752307861592,3.542764420642941,2.7804952114540087,7.0,1,7.997244748104803,0.7790347836302871,8,False,False,2,11,3.3876198853903308,4.96490086213521
72,27,4,1,4,0.0,5,64,1,8.3638185636748,5.711110922358062,4.404630626520092,4.0,1,5.715426537484546,1.6843896888110723,4,True,True,2,6,0.4767811854238424,4.572272375363184
73,53,1,2,2,6.811090571420031,2,52,1,3.757508589617857,2.8293700952328096,2.147642971250322,10.0,3,7.213723295925195,0.722990857973577,5,True,True,2,10,8.122276082606481,2.5496356895513594
74,31,3,1,4,2.161792799668915,3,56,1,6.126468692882968,5.617262231869693,5.265213585518072,6.0,1,7.41475940536592,1.1826274584037546,10,True,True,0,1,1.943422477451163,4.605971655148963
75,48,2,1,4,3.025912770735911,4,69,1,6.73444699403642,3.31279819133853,2.4559526750213063,10.0,3,3.0,1.6683951260267076,10,False,True,1,18,10.643184708935191,2.317097828687647
76,65,1,1,3,2.43469421925359,3,76,3,5.671857351546034,3.551649351871127,4.266142698063823,9.0,3,7.92726395909349,2.594968922427629,0,True,False,3,29,21.73168859486833,4.131089975389679
77,32,3,2,3,2.012029994948931,1,61,1,2.3051496832490024,5.882354673418407,4.349644802623489,2.0,2,5.602479944404472,0.5452113705458965,10,False,False,3,23,0.0,5.21935996976756
78,25,4,2,4,0.9012221072792256,2,66,1,4.814427008877596,6.2500693302656,4.500942214332079,8.0,3,6.074014817105068,0.628350080931324,1,False,False,0,3,15.079578239219416,5.444899045392789
79,31,3,2,3,3.025912770735911,2,55,1,6.892571890910141,3.172726637529225,4.951804879665391,7.0,1,7.874516098954118,1.9189271480876189,8,False,True,1,24,27.515662831408843,2.2125272602748067
80,40,2,1,2,3.315270836806156,4,70,1,10.451281139467332,5.677850939204358,5.16836270178341,1.0,2,6.500247461760461,1.0007914273206964,8,False,False,3,21,2.6644466032009,5.819830868353095
81,57,1,1,6,2.17974170467106,3,73,3,6.330421723980115,8.11772194268781,7.106348642036497,5.0,1,7.283678027600235,0.8962557989544593,10,False,True,2,11,19.95403456047644,8.081758050039324
82,38,3,2,2,4.704052712397022,4,69,1,10.208097507545991,3.4022894972562163,2.316293517184117,9.0,3,5.619666216152599,0.0,10,True,False,1,13,4.154830677814649,2.5947042539743723
83,33,3,1,3,2.876874138188327,1,60,1,9.036383862381363,4.544230570842927,4.9028079624519325,6.0,1,4.699636904529692,0.0,3,False,False,0,0,12.777321531647171,3.446825003266552
84,62,1,2,5,3.026898067668573,5,67,1,4.925052200924541,5.236741852727008,5.200040221605444,6.0,1,5.363291289528807,1.6334332402291605,3,False,False,6,8,7.387209074515413,5.378536443893983
85,35,3,2,4,2.615327478995143,1,64,1,7.95067378194897,3.1984334487472608,2.696861820902828,3.0,2,8.108067700691238,0.4772623094749626,7,False,False,2,30,11.911989660212136,3.268567261281525
86,64,1,1,3,0.532309270288565,3,55,1,9.994900564972554,2.95578358715866,1.9953029952840236,1.0,2,5.930609687290605,1.7287164980232046,7,True,True,0,1,6.3966244949467015,2.258760267902143
87,41,2,2,1,0.6121932659359461,5,65,1,8.68989700509066,8.150548024993356,6.834171256486446,5.0,1,7.015483260806907,1.0592721350691563,1,False,False,4,5,0.0,7.481061577106051
88,43,2,1,1,3.2413969642710208,5,56,1,6.928628079363818,7.286280910987802,6.995379402566985,10.0,3,6.500247461760461,1.0255681548961753,10,True,True,2,16,6.340013706600859,6.145915519866203
89,42,2,2,3,1.4835372719757047,5,55,1,6.984493325344541,2.487903388102756,4.951804879665391,7.0,1,5.258503617948101,0.0,1,True,False,1,1,16.331264264533505,4.96490086213521
90,62,1,1,3,4.195709737002164,1,63,1,3.019634595606256,2.840976467066038,2.2179226082039274,7.0,1,6.809320102441096,0.0,5,True,False,0,25,0.0,2.9912997987941234
91,58,1,1,1,2.32972923510924,3,67,1,7.462060695996741,7.263932517343403,6.277155788748882,8.0,3,6.3237896109563145,1.3102978569867645,4,False,False,2,13,6.794327544349968,6.50525358351523
92,46,2,2,2,1.4542275205999624,5,55,1,3.682250488054089,5.510488184340142,4.951804879665391,10.0,3,7.659991006607094,1.0287846122768916,5,True,False,2,27,13.19926393934486,6.620625725462642
93,32,3,2,4,3.517820946665632,4,63,1,7.411063399483146,5.485998636699058,6.124940735169287,6.0,1,7.06351422016143,1.2234974137211272,1,True,False,3,31,1.5865059679181517,6.999748486560952
94,62,1,2,6,3.025912770735911,5,65,1,8.265888018659814,6.096871984811236,5.155044430513718,7.0,1,5.792755293726104,1.4340804659338096,1,False,True,0,11,11.110582383499889,4.96490086213521
95,18,5,2,1,0.0,1,61,1,7.304282297298157,2.243052042693652,1.7136440363378105,4.0,1,5.410054034081908,0.1924578087183845,9,True,False,1,18,8.846835554856138,2.7316539914155102
96,42,2,2,1,0.0,4,65,1,4.35795603154547,3.8667988932663353,3.02574659952432,8.0,3,7.657045715943066,0.4088133327235375,9,True,False,1,12,12.75520104739913,2.8630389793353235
97,24,4,1,1,3.025912770735911,3,48,2,6.772253754152288,6.775937877759295,6.3175790512314425,9.0,3,5.395500278915825,0.5536647649905024,2,True,False,3,2,16.273886905156804,5.64543109604946
98,26,4,2,3,1.5148611159239258,3,64,1,5.115891583432373,4.590760352788678,4.311624677648936,4.0,1,5.337726916079955,0.7164772476855217,0,True,False,0,21,14.204616242111712,5.158492206608034
99,41,2,2,5,3.3036581578727984,1,71,3,5.158444942802119,2.136751915554936,1.7574219190070473,6.0,1,6.905097611888598,0.3624056014086917,7,True,False,1,16,12.953177183978507,4.96490086213521
100,18,5,1,1,3.464867684778568,5,62,1,6.648501546453471,8.487270362662237,7.788354312772887,8.0,3,5.140199880132765,1.4489158513874638,3,False,False,7,16,1.892515114800366,4.96490086213521
101,61,1,2,4,5.406637934293819,3,70,1,7.178904007824721,8.25103008505295,7.0353446953266525,6.0,1,7.282867843558912,0.3795279758587434,2,False,True,2,23,0.0,7.011572450791882
102,25,4,2,6,6.299134210105228,2,70,1,6.738262995183006,7.791807124218991,7.20369601476709,6.0,1,7.076230409406532,1.0284780824605415,9,False,False,2,25,15.992473780399996,4.96490086213521
103,41,2,1,1,0.7119464921537553,5,61,1,5.812897936234749,2.781832758290027,4.951804879665391,4.0,1,3.993174369829056,1.0255681548961753,6,False,False,3,27,17.111909492181866,2.994340125321245
104,28,4,2,5,2.70153821091304,4,51,1,6.354835220161332,2.5689563367498605,1.8113615928269036,8.0,3,7.946939226190751,0.6591857250129156,1,False,False,3,5,16.113335913239887,1.446709999723252
105,34,3,1,1,2.752916927519905,1,53,1,8.170608269102555,5.399143544761452,5.392778979011339,3.0,2,7.23812380649055,1.503340379981892,0,False,False,2,28,9.50287573088763,4.96490086213521
106,25,4,1,6,6.038059870216388,1,53,1,7.813811591261274,2.3054571185655943,2.317278267987648,1.0,2,7.781403989340102,1.0255681548961753,7,True,False,2,22,0.0,2.6456062239558946
107,52,1,1,6,0.1211083186975625,4,59,1,8.321229646028765,2.2436279919728963,3.244120092715695,7.0,1,9.39299270840267,0.6009672508608965,9,False,True,1,20,16.48841562962712,4.488792211813928
108,52,1,2,1,5.87114634487913,5,57,1,4.444149613269312,3.175582544924485,3.4242696728510347,9.0,3,8.479868821971552,1.4189523491929668,9,False,False,1,14,16.540670994108915,4.986802580255807
109,50,1,1,4,4.1252521734174135,4,66,1,5.296826242041515,6.775936081450161,5.489248919643183,3.0,2,6.61345840377304,2.0167255422646555,0,True,False,0,23,0.0,6.877793997312043
110,22,4,2,2,1.901294907253587,4,58,1,7.185380310470686,4.442662167916614,4.34035022064587,3.0,2,6.994041465724033,0.1321933644370262,5,False,True,1,5,17.11074775313002,3.452594269935796
111,59,1,2,5,4.744573710994553,2,54,1,6.509704154046558,6.744476060387923,5.903169091916603,4.0,1,7.683469604379407,0.8944483356227526,4,False,False,2,11,12.6683649271722,6.928611236360309
112,56,1,2,1,2.2501768999668315,4,62,1,6.388060233166899,4.522422820218086,4.951804879665391,7.0,1,7.964616902355637,1.740601757692577,3,True,False,3,21,1.8195632219330609,5.774385713743156
113,58,1,1,3,0.0,1,63,1,8.430568428777612,5.921375820409412,6.427089553296021,8.0,3,6.500247461760461,0.031407670345919,9,False,True,2,0,15.18791999900197,4.96490086213521
114,45,2,2,6,3.241956140134937,3,66,1,8.496157239512474,6.519756331945271,6.891604252914472,7.0,1,3.6046466827724406,0.0,10,False,False,4,18,5.147247442293449,7.730881475545296
115,24,4,2,5,2.471388797588883,5,59,1,7.350579558687516,4.450892835374424,3.727271669967761,3.0,2,6.527676661666502,1.6628005204513163,10,False,True,4,12,12.580854367264356,3.995413945597465
116,26,4,2,4,2.029021075185658,3,53,1,1.5060365940353098,3.425019950288864,2.8924730868309165,10.0,3,5.869977138201002,0.7053892651284384,0,False,True,4,30,7.501049919491511,2.3540626871783186
117,25,4,2,5,1.4186752818840336,4,58,1,3.937765165970775,3.11534034437151,2.479970967826328,6.0,1,7.644771193544765,1.4609803464358686,8,False,False,3,0,0.0,3.8960410703300585
118,29,4,2,3,4.230857741011432,4,65,1,6.492256220607676,3.3204470999711164,2.7150202466497166,4.0,1,6.840965202458337,0.6700388332500422,6,False,False,3,17,21.019857534670063,1.3740257819134376
119,51,1,2,3,2.970205026501262,2,58,1,5.62637431865604,6.766005327769095,6.341939163855419,8.0,3,6.500247461760461,0.8591551257676795,10,False,True,4,1,7.842642695661457,4.8963831958669095
120,50,1,1,4,2.049001850863237,1,60,1,7.088303739467016,4.953795260437522,5.35569428761732,3.0,2,7.739247791359524,1.1573137868085066,10,False,False,2,1,10.723018158663216,4.703771878119999
121,65,1,1,5,1.7866309336993311,5,67,1,8.899462906769958,3.347891866155635,3.359993157175228,6.0,1,6.500247461760461,0.0,0,False,False,1,12,11.861648028652716,4.96490086213521
122,40,2,1,1,2.080004427440212,4,52,1,7.57651184474379,6.70060241303011,5.592926082289852,2.0,2,5.724298472908497,1.4304927881576806,0,True,False,2,7,7.109421256233535,3.093954648799769
123,41,2,1,2,1.8347725036289368,1,42,2,9.292599785646468,2.838206708118085,2.0031797270187366,9.0,3,6.116456852678176,2.491361931340159,6,False,False,1,15,14.013819415371277,3.030717437705708
124,54,1,2,2,2.1868430406463064,3,62,1,7.431324079958786,5.987519146272072,5.224774967476676,9.0,3,7.2514539267681775,0.9894074840249028,7,False,True,6,2,6.735111775359962,5.238522462489569
125,52,1,2,1,3.025912770735911,5,50,2,7.465868915285244,4.2058252954108335,3.54877172191759,2.0,2,6.500247461760461,0.3144955348782249,0,False,False,4,7,5.295456083322075,2.8393837044990207
126,61,1,3,6,2.257144500540259,5,53,1,5.105890240194007,3.4141422946002677,4.951804879665391,10.0,3,6.263922800256144,1.5491908787000428,3,False,False,2,14,19.773458783137585,1.234003288939519
127,57,1,2,1,3.306719991264497,2,52,1,5.937353699930318,5.959045506038804,5.606499656129134,7.0,1,6.859922947227143,0.011134132563658,5,False,True,2,9,19.81052666715844,5.19762456183628
128,39,3,2,6,2.230478865106627,1,59,1,6.074145288877683,7.528089884268284,7.626863106052769,3.0,2,4.662609587598981,0.7539483045282644,4,False,True,3,5,18.058488493206603,7.140546930423691
129,44,2,1,5,0.0,5,61,1,7.682107253800357,6.638191691285206,5.76320918569452,6.0,1,3.5956755458231315,1.427413150527319,3,True,False,2,4,13.09146460708284,6.671074021511723
130,52,1,2,1,3.436939034707289,3,65,1,6.520777700350411,7.686109397537477,6.431692411502361,7.0,1,8.06308347327306,0.383135690923573,2,False,True,1,5,4.558983217535411,7.081483571114866
131,18,5,1,6,1.5675277171641024,3,59,1,9.173010675346974,6.748900975405963,5.814330364370934,3.0,2,5.2375794693792495,2.073419641223681,0,False,False,1,2,8.81814757981424,6.164567402959433
132,52,1,1,3,3.025912770735911,4,37,2,5.365337747938886,5.510488184340142,2.983186285252444,1.0,2,7.536619272601289,0.0682965742619982,8,False,False,2,17,24.8667831806503,1.7857946284660704
133,54,1,2,4,6.3100827171183145,4,57,1,7.651581561635205,2.2548638447075344,1.422237560378453,5.0,1,5.843348421056161,1.7348153134815312,3,True,False,2,28,10.266352042295804,4.96490086213521
134,64,1,1,6,1.6774372887982154,3,73,3,7.106429890240101,2.410748528354411,2.18993872349982,8.0,3,7.261828022106827,1.872207336321251,1,False,False,5,1,8.214721107944191,1.7689001142248224
135,31,3,1,1,4.810442060725436,1,68,1,4.60249775700658,6.889626123869387,5.374123728934031,9.0,3,5.193366177812313,2.431363152645952,1,True,False,3,3,6.309772613168659,6.014949100819827
136,20,4,2,2,2.1758304148194134,1,69,1,7.473711932354806,8.338722684544216,7.678578536808284,5.0,1,5.477516598599383,0.8936171355798983,6,True,True,3,3,9.282617426836453,10.0
137,18,5,1,1,2.384882172106044,3,63,1,9.980333403028837,5.510488184340142,2.231709442671316,5.0,1,3.62366704844422,1.3488751079581662,10,False,False,1,26,6.217213078265764,2.107334082154361
138,22,4,1,3,3.755642539425096,3,67,1,7.601481725245497,5.675480824527741,5.499692893555577,6.0,1,6.663800072728712,0.9014378663413564,7,False,False,2,27,12.992140418155785,5.533846801115787
139,43,2,1,2,0.0,4,66,1,5.227980152383658,3.818725235996271,4.951804879665391,6.0,1,4.969381978027978,1.1508355943053117,3,False,False,2,16,3.4854240860470167,3.333568128305864
140,31,3,1,6,0.0,3,59,1,10.404774049481162,7.086715752307817,6.441898637271189,9.0,3,8.524292349400127,1.787396865694684,9,True,False,2,29,0.0,6.763981268021634
